gene_1	1320.333
gene_2	871.5
gene_3	551.3333
gene_4	536.5
gene_5	3680.917
gene_6	3174
gene_7	2121.333
gene_8	4177
gene_9	1306.286
gene_10	1231.889
gene_11	662
gene_12	941
gene_13	1876.833
gene_14	696.8125
gene_15	1248
gene_16	3665
gene_17	1013.111
gene_18	7613
gene_19	2049.333
gene_20	2221.25
gene_21	1028.562
gene_22	1628.8
gene_23	974
gene_24	843.6667
gene_25	3137
gene_26	1048
gene_27	5408
gene_28	1179.571
gene_29	1238
gene_30	1253.842
gene_31	2010
gene_32	2001.714
gene_33	740.7778
gene_34	1788.1
gene_35	1421.667
gene_36	2120.5
gene_37	2186.636
gene_38	14843
gene_39	1687.2
gene_40	2978
gene_41	989
gene_42	1331
gene_43	1982.333
gene_44	1832.417
gene_45	2005
gene_46	1346.9
gene_47	3190
gene_48	1896.75
gene_49	1555.5
gene_50	2996.75
gene_51	1043
gene_52	1343.636
gene_53	2346.5
gene_54	1022.667
gene_55	1330.2
gene_56	1392
gene_57	3178.75
gene_58	1169.417
gene_59	1234.286
gene_60	56
gene_61	1508.667
gene_62	4537
gene_63	1493.125
gene_64	1079.267
gene_65	1395.188
gene_66	493.5
gene_67	1271.429
gene_68	2278
gene_69	4446.88
gene_70	2072
gene_71	1604
gene_72	2369.5
gene_73	1920.75
gene_74	4626
gene_75	2071
gene_76	547.6667
gene_77	601
gene_78	845
gene_79	1096.19
gene_80	953.25
gene_81	2218.889
gene_82	1539.5
gene_83	2317
gene_84	1115.308
gene_85	613.5
gene_86	2658
gene_87	987.5
gene_88	846.4
gene_89	6091.333
gene_90	3018.5
gene_91	1713.778
gene_92	1051.895
gene_93	1870.727
gene_94	1861.917
gene_95	2759.045
gene_96	60
gene_97	838.3529
gene_98	1546.333
gene_99	1027
gene_100	2115.333
gene_101	578
gene_102	2000.9
gene_103	1879
gene_104	792.2222
gene_105	1323
gene_106	1853
gene_107	3645.667
gene_108	1553
gene_109	1496
gene_110	5511.286
gene_111	1020.667
gene_112	580
gene_113	2248.25
gene_114	1302.714
gene_115	578.5
gene_116	1179.5
gene_117	1452.077
gene_118	1103.833
gene_119	2971.75
gene_120	1986.5
gene_121	2563.429
gene_122	1149
gene_123	5555.556
gene_124	2148.583
gene_125	3157
gene_126	1561.5
gene_127	317
gene_128	1749.667
gene_129	2819
gene_130	962
gene_131	1910.333
gene_132	1883.4
gene_133	2357
gene_134	2435.875
gene_135	2271.727
gene_136	1779
gene_137	1776.95
gene_138	2174
gene_139	1519
gene_140	909.6429
gene_141	1774.25
gene_142	577.3333
gene_143	4842
gene_144	8610.5
gene_145	1478.3
gene_146	1782
gene_147	992
gene_148	1411.333
gene_149	2237
gene_150	1551.5
gene_151	1054.133
gene_152	1974
gene_153	1473.45
gene_154	1298.071
gene_155	2180.75
gene_156	4407.833
gene_157	2182.143
gene_158	2310
gene_159	1168
gene_160	1594.111
gene_161	1493
gene_162	758.75
gene_163	1589
gene_164	1779.833
gene_165	752.4286
gene_166	774.4286
gene_167	3745
gene_168	889.2727
gene_169	497
gene_170	2945
gene_171	1624
